hapid	haplength	total_reads	total_samples	strain	refid_PvP01	snv_dist_from_PvP01	indel_dist_from_PvP01	bimera
ASV440	75	1398	42	N	PVP01_0215800_1	1	0	FALSE
ASV441	114	1393	63	PvP01	CLK1	0	0	FALSE
ASV442	81	1381	57	N	RAMA	1	0	FALSE
ASV443	151	1374	33	N	ORP1	2	0	FALSE
ASV444	172	1372	22	N	PVP01_0405000_2	2	0	FALSE
ASV445	194	1359	22	N	PVP01_0314600	4	0	FALSE
ASV446	141	1355	3	N	PVP01_1421800	4	0	FALSE
ASV447	139	1349	13	N	PVP01_1024100	1	0	FALSE
ASV448	195	1340	44	N	PVP01_1144900	6	0	FALSE
ASV449	151	1323	2	N	HSP20	0	1	FALSE
ASV450	106	1319	13	N	PVP01_1443400	4	0	FALSE
ASV451	181	1316	53	N	TRAP	2	0	FALSE
ASV452	74	1314	38	PvP01	PVP01_0116700	0	0	FALSE
ASV453	181	1308	21	N	FRM1_1	1	0	FALSE
ASV454	110	1305	19	PvP01	PVP01_0733600	0	0	FALSE
ASV455	205	1298	9	N	PVP01_1339900	1	0	FALSE
ASV456	178	1291	4	N	PVP01_1465800	2	12	FALSE
ASV457	93	1284	65	N	MSP1	16	0	FALSE
ASV458	68	1274	69	PvP01	B9	0	0	FALSE
ASV459	170	1259	19	N	PVP01_1463400	1	0	FALSE
ASV460	120	1255	29	PvP01	PVP01_1261400	0	0	FALSE
ASV461	113	1251	43	N	CWC2	2	0	FALSE
ASV462	149	1248	3	N	PVP01_1413100_2	1	0	FALSE
ASV463	155	1245	56	N	EIF3K_1	2	1	FALSE
ASV464	100	1241	50	N	PVP01_1014100	5	0	FALSE
ASV465	125	1228	3	PvP01	PWP1	0	0	FALSE
ASV466	144	1226	4	N	ATG12	1	0	FALSE
ASV467	154	1218	50	N	G37	4	3	FALSE
ASV468	93	1217	73	PvP01	MSP1	0	0	FALSE
ASV469	166	1210	44	N	PVP01_0710900	7	0	FALSE
ASV470	140	1193	25	N	CDPK1	3	0	FALSE
ASV471	141	1193	13	N	SEC24B	2	0	FALSE
ASV472	109	1182	12	N	DBP_1	1	0	FALSE
ASV473	112	1168	60	N	PVP01_1444400	3	0	FALSE
ASV474	151	1139	22	N	ORP1	3	0	FALSE
ASV475	171	1136	21	N	NUP637	1	0	FALSE
ASV476	158	1123	16	N	PVP01_0602400	2	0	FALSE
ASV477	72	1117	1	N	TRAG16_1	6	0	FALSE
ASV478	181	1111	12	N	FRM1_1	3	0	FALSE
ASV479	154	1084	26	N	PVP01_1329500	1	0	FALSE
ASV480	95	1081	17	N	LSM8	1	1	FALSE
ASV481	141	1080	19	N	GAPDH	0	32	FALSE
ASV482	116	1071	65	PvP01	PVP01_0320600	0	0	FALSE
ASV483	147	1071	52	N	PVP01_0405000_1	2	0	FALSE
ASV484	175	1071	18	N	PVP01_0302300	2	0	FALSE
ASV485	198	1065	94	N	PVP01_0735100	106	2	FALSE
ASV486	199	1055	18	N	PVP01_0908400	1	0	FALSE
ASV487	116	1053	33	N	PVP01_0306200	1	0	FALSE
ASV488	123	1050	56	PvP01	MSP1P	0	0	FALSE
ASV489	124	1041	25	PvP01	ROM10	0	0	FALSE
ASV490	118	1040	66	N	PVP01_1344700	1	0	FALSE
ASV491	172	1040	22	N	PVP01_0405000_2	2	0	FALSE
ASV492	109	1039	46	N	PVP01_1415900	2	0	FALSE
ASV493	191	1037	16	N	GCN1	1	0	FALSE
ASV494	172	1035	19	N	PVP01_1323700	4	0	FALSE
ASV495	91	1027	14	N	SLARP	2	0	FALSE
ASV496	191	1020	13	PvP01	PVP01_1403000	0	0	FALSE
ASV497	90	1013	58	N	CTRP	8	0	FALSE
ASV498	143	999	64	N	RON2	2	0	FALSE
ASV499	148	968	56	PvP01	FER2_1	0	0	FALSE
ASV500	125	961	68	PvP01	PVP01_1226900	0	0	FALSE
ASV501	172	954	30	PvP01	PVP01_0405000_2	0	0	FALSE
ASV502	157	952	14	N	RAP	2	0	FALSE
ASV503	122	943	8	N	RIPR	2	0	FALSE
ASV504	115	936	7	N	PVP01_0530700	7	0	FALSE
ASV505	123	929	12	N	RBP2b_1	2	0	FALSE
ASV506	187	925	7	N	PVP01_1133200	2	0	FALSE
ASV507	116	919	20	N	PVP01_0306200	1	0	FALSE
ASV508	160	918	5	N	RBP2a_1	1	0	FALSE
ASV509	195	916	3	N	CG2_related	3	0	FALSE
ASV510	143	914	39	PvP01	RON2	0	0	FALSE
ASV511	76	906	2	N	RBP2b_2	5	0	FALSE
ASV512	105	902	8	N	pvmrp2_2	1	0	FALSE
ASV513	68	895	23	N	B9	1	0	FALSE
ASV514	194	888	8	N	SPC25	2	0	FALSE
ASV515	195	883	3	N	CG2_related	4	0	FALSE
ASV516	148	881	59	N	FER2_1	1	0	FALSE
ASV517	107	879	67	PvP01	ApiAP2_G2	0	0	FALSE
ASV518	156	874	13	N	PVP01_1107600	3	0	FALSE
ASV519	126	864	54	N	PVP01_1002800	4	0	FALSE
ASV520	147	863	35	PvP01	PVP01_0405000_1	0	0	FALSE
ASV521	122	854	17	N	RIPR	5	0	FALSE
ASV522	94	853	24	PvP01	LSM8	0	0	FALSE
ASV523	129	841	5	N	SYN13	0	1	FALSE
ASV524	131	840	10	N	MB2	1	0	FALSE
ASV525	120	839	23	N	PVP01_1004400	1	0	FALSE
ASV526	116	829	45	N	PVP01_0320600	1	0	FALSE
ASV527	141	820	18	N	FRM2	2	0	FALSE
ASV528	168	819	5	N	HDA2	2	0	FALSE
ASV529	129	805	18	N	TERT	2	0	FALSE
ASV530	178	802	11	N	PVP01_0215800_2	2	0	FALSE
ASV531	189	800	3	N	PVP01_0527700	2	0	FALSE
ASV532	72	798	22	N	FER2_2	1	0	FALSE
ASV533	117	795	25	N	SRPR_alpha	1	0	FALSE
ASV534	199	791	4	N	PVP01_0908400	2	0	FALSE
ASV535	166	790	5	N	PVP01_1465800	1	0	FALSE
ASV536	168	790	3	N	PyKII	2	0	FALSE
ASV537	148	789	5	N	pvpi3k_6	2	0	FALSE
ASV538	148	779	2	N	PABP3	1	0	FALSE
ASV539	147	774	32	N	PVP01_0405000_1	1	0	FALSE
ASV540	149	769	9	N	SOD2_2	1	4	FALSE
ASV541	182	767	4	N	ApiAP2_1	0	15	FALSE
ASV542	146	767	11	N	PVP01_1233500	0	1	FALSE
ASV543	171	765	1	N	HDA2	2	3	FALSE
ASV544	110	764	16	N	PVP01_0733600	2	0	FALSE
ASV545	103	755	24	N	FCP	1	0	FALSE
ASV546	131	751	4	N	MB2	2	0	FALSE
ASV547	58	748	33	PvP01	pvdhps_2	0	0	FALSE
ASV548	172	736	14	N	pvmdr2_3	1	0	FALSE
ASV549	156	735	20	N	PVP01_1107600	2	0	FALSE
ASV550	138	733	14	N	PSOP13	1	0	FALSE
ASV551	143	725	28	N	PVP01_0119600	1	0	FALSE
ASV552	117	717	1	N	pvpi3k_2	3	16	FALSE
ASV553	189	709	15	N	PVP01_0109700_2	1	0	FALSE
ASV554	165	706	4	PvP01	CIA1	0	0	FALSE
ASV555	159	705	15	PvP01	CAPH	0	0	FALSE
ASV556	130	702	7	N	SYN13	3	0	FALSE
ASV557	156	690	32	N	PVP01_1261200	2	0	FALSE
ASV558	159	688	10	N	CAPH	1	0	FALSE
ASV559	141	687	12	N	SEC24B	4	0	FALSE
ASV560	92	684	11	N	pvmrp1_2	0	1	FALSE
ASV561	131	678	1	N	PVP01_1438700	1	0	FALSE
ASV562	129	673	5	N	SYN13	3	1	FALSE
ASV563	145	672	12	N	PVP01_0302700	1	0	FALSE
ASV564	171	672	12	N	PVP01_1027500	1	0	FALSE
ASV565	225	667	11	N	PVP01_1144900	0	30	FALSE
ASV566	81	665	42	N	RAMA	1	0	FALSE
ASV567	115	665	24	N	pvpi3k_13	0	9	FALSE
ASV568	125	665	12	N	MSP5	5	0	FALSE
ASV569	170	665	29	N	PVP01_1463400	1	0	FALSE
ASV570	189	660	12	N	PVP01_1464400	1	0	FALSE
ASV571	125	655	54	N	PVP01_1226900	1	0	FALSE
ASV572	209	655	10	N	PVP01_1308100	1	0	FALSE
ASV573	100	652	16	N	PVP01_0117000	3	0	FALSE
ASV574	163	650	25	N	SNRPB2	3	0	FALSE
ASV575	163	639	18	PvP01	ERCC4	0	0	FALSE
ASV576	76	630	15	N	RBP2b_2	3	0	FALSE
ASV577	115	622	12	N	PVP01_0530700	6	0	FALSE
ASV578	175	622	3	N	PVP01_0302300	2	0	FALSE
ASV579	198	622	3	N	PVP01_0735100	1	0	FALSE
ASV580	86	614	18	N	PVP01_0412700	1	0	FALSE
ASV581	122	606	53	PvP01	NCS2	0	0	FALSE
ASV582	129	600	17	N	PVP01_1101300	1	0	FALSE
ASV583	170	600	1	N	pBAS	2	0	FALSE
ASV584	195	593	5	N	CG2_related	5	0	FALSE
ASV585	139	585	33	N	PVP01_1345500	1	0	FALSE
ASV586	181	583	34	N	TRAP	1	0	FALSE
ASV587	131	581	8	PvP01	PVP01_1406900	0	0	FALSE
ASV588	172	569	11	PvP01	pvmdr2_3	0	0	FALSE
ASV589	105	566	18	N	GCN20	2	0	FALSE
ASV590	171	564	25	N	PVP01_1027500	1	0	FALSE
ASV591	141	562	6	N	GAPDH	3	32	FALSE
ASV592	116	562	5	N	PVP01_0306200	2	0	FALSE
ASV593	103	556	39	N	MLC_B	1	0	FALSE
ASV594	111	556	4	N	PVP01_1445500	2	0	FALSE
ASV595	122	554	1	N	RIPR	3	0	FALSE
ASV596	149	546	13	N	SOD2_2	2	4	FALSE
ASV597	165	534	14	N	PPT	2	0	FALSE
ASV598	114	531	24	N	CLK1	2	0	FALSE
ASV599	129	530	46	PvP01	PVP01_1143300	0	0	FALSE
ASV600	81	516	37	PvP01	RAMA	0	0	FALSE
ASV601	140	511	18	PvP01	PVP01_0420500	0	0	FALSE
ASV602	138	510	1	PvP01	DRS1	0	0	FALSE
ASV603	139	508	4	N	PVP01_1024100	2	0	FALSE
ASV604	148	507	4	N	PVP01_1131100	1	2	FALSE
ASV605	100	506	3	N	PVP01_0117000	2	0	FALSE
ASV606	168	505	1	N	HDA2	1	0	FALSE
ASV607	63	498	37	N	TRAG20	1	0	FALSE
ASV608	160	496	2	PvP01	PVP01_1320900	0	0	FALSE
ASV609	129	495	34	N	PVP01_1256600	1	0	FALSE
ASV610	74	492	40	N	PVP01_0116700	1	0	FALSE
ASV611	81	482	6	N	RAMA	43	0	FALSE
ASV612	181	482	2	N	pvmrp1_6	2	0	FALSE
ASV613	125	480	14	N	PVP01_1226900	1	0	FALSE
ASV614	156	478	26	N	EIF3K_1	3	0	FALSE
ASV615	157	473	12	N	RAP	1	0	FALSE
ASV616	154	473	27	N	PVP01_0710900	0	12	FALSE
ASV617	115	472	1	N	pvmrp2_1	2	0	FALSE
ASV618	156	466	6	N	PVP01_0624400	1	0	FALSE
ASV619	178	465	9	N	PVP01_0710900	5	12	FALSE
ASV620	179	465	4	N	PVP01_1413100_1	2	0	FALSE
ASV621	81	460	28	PvP01	PVP01_0942500	0	0	FALSE
ASV622	106	459	5	N	PVP01_1443400	2	0	FALSE
ASV623	148	458	2	N	PVP01_1131100	0	2	FALSE
ASV624	58	455	19	N	pvdhps_2	1	0	FALSE
ASV625	58	454	6	N	pvpi3k_5	1	0	FALSE
ASV626	174	454	3	N	PKG	1	0	FALSE
ASV627	147	448	5	N	PVP01_1233500	2	0	FALSE
ASV628	189	446	2	N	PVP01_0527700	2	0	FALSE
ASV629	177	442	1	N	VPS11	1	0	FALSE
ASV630	138	438	5	N	DRS1	2	0	FALSE
ASV631	72	436	1	N	FER2_2	1	0	FALSE
ASV632	143	434	30	PvP01	RON11	0	0	FALSE
ASV633	181	434	8	N	FRM1_1	1	0	FALSE
ASV634	141	433	6	PvP01	ATG23	0	0	FALSE
ASV635	174	429	5	N	PKG	1	0	FALSE
ASV636	131	428	1	N	PVP01_1438700	2	0	TRUE
ASV637	141	422	8	N	GAPDH	2	32	FALSE
ASV638	123	422	42	N	MSP1P	1	0	FALSE
ASV639	175	419	14	N	PVP01_0302300	1	0	FALSE
ASV640	215	417	5	N	LISP2	23	9	FALSE
ASV641	157	416	1	N	GAP50	2	0	FALSE
ASV642	191	408	21	N	PVP01_1335200	3	0	FALSE
ASV643	170	408	1	N	pBAS	1	0	FALSE
ASV644	168	407	1	N	HDA2	3	0	FALSE
ASV645	159	405	12	N	CAPH	2	0	FALSE
ASV646	155	395	15	N	EIF3K_1	2	1	FALSE
ASV647	205	392	7	N	PVP01_1339900	2	0	FALSE
ASV648	100	390	14	N	PVP01_0117000	4	0	FALSE
ASV649	130	381	3	N	PVP01_0530700	2	15	FALSE
ASV650	132	379	1	N	RBP2a_2	1	0	FALSE
ASV651	136	378	30	N	PVP01_0927200	4	0	FALSE
ASV652	173	377	7	PvP01	RPA2	0	0	FALSE
ASV653	103	375	24	N	MLC_B	2	0	FALSE
ASV654	139	373	7	N	PVP01_1301600_2	1	0	FALSE
ASV655	156	369	13	N	PVP01_1107600	3	0	FALSE
ASV656	175	366	14	N	PVP01_0302300	2	0	FALSE
ASV657	149	364	4	N	PSOP24	1	0	FALSE
ASV658	100	363	9	N	PVP01_1014100	10	0	FALSE
ASV659	175	363	7	N	pvmdr1_2	2	0	FALSE
ASV660	168	362	4	N	PyKII	1	0	FALSE
ASV661	138	361	17	N	SufD	3	0	FALSE
ASV662	136	357	24	N	PVP01_0927200	4	0	FALSE
ASV663	93	357	9	N	MSP1	3	0	FALSE
ASV664	147	356	16	N	PVP01_0405000_1	1	0	FALSE
ASV665	166	355	4	N	PVP01_1465800	2	0	FALSE
ASV666	143	351	28	N	RON11	1	0	FALSE
ASV667	62	351	10	N	BDP6	1	0	FALSE
ASV668	101	344	6	N	pvpi3k_2	1	0	FALSE
ASV669	106	342	20	N	pvpi3k_13	1	18	FALSE
ASV670	94	341	29	N	MATE	1	0	FALSE
ASV671	129	339	1	N	PVP01_1101300	2	0	FALSE
ASV672	124	335	23	N	pvpi3k_13	13	0	FALSE
ASV673	133	333	14	N	pvpi3k_13	11	9	FALSE
ASV674	93	331	14	N	MSP1	2	0	FALSE
ASV675	129	331	6	N	PVP01_1467900	1	0	FALSE
ASV676	163	330	7	N	SNRPB2	3	0	FALSE
ASV677	112	327	1	N	pvpi3k_7	0	18	FALSE
ASV678	198	322	6	N	PVP01_0735100	2	0	FALSE
ASV679	163	320	12	N	ERCC4	2	0	FALSE
ASV680	169	320	1	N	PyKII	1	1	FALSE
ASV681	139	317	36	N	AMA1	1	0	FALSE
ASV682	148	313	11	N	PVP01_MIT00200_500	16	2	FALSE
ASV683	159	310	13	N	CAPH	2	0	FALSE
ASV684	128	310	3	N	SYN13	1	2	FALSE
ASV685	140	309	23	N	PVP01_0420500	1	0	FALSE
ASV686	62	307	27	PvP01	BDP6	0	0	FALSE
ASV687	184	307	5	N	ApiAP2_G5	2	0	FALSE
ASV688	189	303	7	N	PVP01_0109700_2	1	0	FALSE
ASV689	138	297	7	N	SufD	1	0	FALSE
ASV690	200	297	1	N	PVP01_0103700_1	1	0	FALSE
ASV691	149	292	5	N	SOD2_2	0	4	FALSE
ASV692	172	289	12	N	P113	4	0	FALSE
ASV693	157	288	1	N	GAP50	1	0	FALSE
ASV694	167	287	11	N	PVP01_0933300	2	0	FALSE
ASV695	62	283	15	N	BDP6	2	0	FALSE
ASV696	206	282	1	PvP01	LISP2	0	0	FALSE
ASV697	153	281	31	PvP01	ETRAMP	0	0	FALSE
ASV698	93	281	7	N	MSP1	12	0	FALSE
ASV699	166	280	17	N	SOD2_1	3	0	FALSE
ASV700	113	278	17	N	CWC2	2	0	FALSE
ASV701	140	278	2	N	GAPDH	3	33	FALSE
ASV702	145	277	1	N	PVP01_0302700	2	0	FALSE
ASV703	181	276	24	PvP01	TRAP	0	0	FALSE
ASV704	191	275	1	N	GCN1	1	0	FALSE
ASV705	179	274	4	N	ATAT	3	0	FALSE
ASV706	126	272	6	N	PVP01_1002800	74	0	FALSE
ASV707	195	272	1	N	SPC25	0	1	FALSE
ASV708	86	270	9	N	PVP01_0412700	1	0	FALSE
ASV709	123	269	19	N	MSP1P	1	0	FALSE
ASV710	191	269	6	N	GCN1	1	0	FALSE
ASV711	150	269	2	N	HSP20	1	0	FALSE
ASV712	59	269	1	N	pvdhps_2	0	1	FALSE
ASV713	129	268	5	N	PVP01_1256600	1	0	FALSE
ASV714	125	267	12	N	MSP5	5	0	FALSE
ASV715	138	266	7	N	SufD	9	0	FALSE
ASV716	81	265	28	N	PVP01_0942500	2	0	FALSE
ASV717	140	265	1	N	GAPDH	0	33	FALSE
ASV718	155	265	8	N	ApiAP2_2	0	12	FALSE
ASV719	100	261	2	N	PVP01_0117000	2	0	FALSE
ASV720	195	257	2	N	CG2_related	5	0	FALSE
ASV721	175	255	14	PvP01	PVP01_0302300	0	0	FALSE
ASV722	141	253	4	N	SEC24B	3	0	FALSE
ASV723	173	252	5	N	PVP01_1136100	0	26	FALSE
ASV724	159	249	8	N	CAPH	1	0	FALSE
ASV725	149	249	3	N	PVP01_1413100_2	2	0	FALSE
ASV726	172	246	4	N	P113	5	0	FALSE
ASV727	110	240	1	N	PVP01_1144400	4	0	FALSE
ASV728	180	238	10	N	PVP01_1144900	0	15	FALSE
ASV729	172	237	1	N	PIGO	1	0	FALSE
ASV730	124	236	3	N	ROM10	1	0	FALSE
ASV731	147	234	3	PvP01	PVP01_0518900	0	0	FALSE
ASV732	142	232	23	N	PVP01_1270000	2	0	FALSE
ASV733	75	229	3	N	PVP01_0215800_1	1	0	FALSE
ASV734	140	229	12	N	CDPK1	1	0	FALSE
ASV735	123	228	11	N	MSP1P	1	0	FALSE
ASV736	109	222	6	N	PVP01_1415900	1	0	FALSE
ASV737	110	221	3	PvP01	PVP01_1144400	0	0	FALSE
ASV738	130	221	4	N	PVP01_0530700	3	15	FALSE
ASV739	68	218	12	N	B9	2	0	FALSE
ASV740	101	215	8	PvP01	PVP01_1418900	0	0	FALSE
ASV741	124	215	10	N	ROM10	3	0	FALSE
ASV742	82	211	16	N	PVP01_0912400	2	0	FALSE
ASV743	138	211	5	N	DRS1	2	0	FALSE
ASV744	129	211	9	N	PVP01_1467900	1	0	FALSE
ASV745	133	210	8	N	EIF3K_2	3	0	FALSE
ASV746	157	209	5	N	RAP	2	0	FALSE
ASV747	142	208	30	PvP01	PVP01_1270000	0	0	FALSE
ASV748	137	208	4	N	SUMO	1	0	FALSE
ASV749	96	206	8	N	LSM8	1	2	FALSE
ASV750	154	205	12	N	FT1	2	0	FALSE
ASV751	133	204	13	N	EIF3K_2	5	0	FALSE
ASV752	75	198	7	N	PVP01_0215800_1	1	0	FALSE
ASV753	81	197	1	N	RAMA	44	0	FALSE
ASV754	103	196	4	N	FCP	1	0	FALSE
ASV755	155	195	2	N	PVP01_0513400	1	0	FALSE
ASV756	131	191	1	N	PVP01_1438700	2	0	FALSE
ASV757	175	190	6	N	PVP01_0302300	1	0	FALSE
ASV758	147	189	3	N	PVP01_1233500	1	0	FALSE
ASV759	181	189	1	N	FRM1_1	2	0	FALSE
ASV760	110	186	7	N	PVP01_0733600	2	0	FALSE
ASV761	178	186	2	N	PVP01_0602200	2	0	FALSE
ASV762	143	185	11	N	PVP01_0119600	1	0	FALSE
ASV763	106	184	5	N	PVP01_1443400	3	0	FALSE
ASV764	112	184	7	N	PVP01_1444400	2	0	FALSE
ASV765	153	184	11	N	ETRAMP	3	0	FALSE
ASV766	147	184	11	N	RON1	1	0	FALSE
ASV767	115	184	4	N	PVP01_0530700	10	0	FALSE
ASV768	141	182	4	N	ATG23	2	0	FALSE
ASV769	214	180	1	N	LISP2	23	8	FALSE
ASV770	149	179	4	N	SOD2_2	3	4	FALSE
ASV771	129	177	5	N	PVP01_1101300	3	0	FALSE
ASV772	141	177	2	N	FRM2	1	0	FALSE
ASV773	144	177	1	N	ATG12	1	0	FALSE
ASV774	129	175	13	N	PVP01_1143300	3	0	FALSE
ASV775	94	173	13	N	HT1	1	0	FALSE
ASV776	157	170	1	N	RAP	1	0	FALSE
ASV777	105	169	1	N	pvmrp2_2	4	0	FALSE
ASV778	72	166	1	N	TRAG16_1	3	0	TRUE
ASV779	72	165	2	N	TRAG16_1	1	0	FALSE
ASV780	152	163	7	N	PVP01_1430700	1	1	FALSE
ASV781	145	160	5	N	PVP01_0530700	4	30	FALSE
ASV782	154	157	2	N	PVP01_1329500	1	0	FALSE
ASV783	142	156	8	N	PVP01_0710900	0	24	FALSE
ASV784	124	155	3	N	ROM10	3	0	FALSE
ASV785	179	154	4	N	PVP01_1413100_1	2	0	FALSE
ASV786	105	154	1	N	pvmrp2_2	3	0	TRUE
ASV787	143	153	7	N	RON11	1	0	FALSE
ASV788	138	153	1	N	DRS1	2	0	FALSE
ASV789	125	152	9	PvP01	MSP5	0	0	FALSE
ASV790	172	151	8	N	P113	3	0	FALSE
ASV791	143	150	8	N	ApiAP2_2	5	0	FALSE
ASV792	130	150	1	N	PVP01_0530700	5	15	FALSE
ASV793	154	149	7	N	EIF3K_1	1	2	FALSE
ASV794	71	149	13	N	HDA1	2	0	FALSE
ASV795	189	147	5	N	PVP01_0109700_2	2	0	FALSE
ASV796	125	147	14	N	PVP01_1226900	1	0	FALSE
ASV797	184	146	5	N	MAM3	1	0	FALSE
ASV798	110	146	8	N	PVP01_1144400	1	0	FALSE
ASV799	143	145	8	N	RON2	1	0	FALSE
ASV800	147	143	2	N	PVP01_0518900	2	0	FALSE
ASV801	172	143	1	N	PVP01_1323700	6	0	FALSE
ASV802	189	142	2	N	PVP01_1464400	3	0	FALSE
ASV803	54	141	1	N	pvmrp1_10	1	0	FALSE
ASV804	160	141	1	N	PVP01_0530700	0	45	FALSE
ASV805	72	140	1	N	TRAG16_1	7	0	TRUE
ASV806	172	140	12	N	P113	4	0	FALSE
ASV807	178	140	2	N	VPS11	1	1	FALSE
ASV808	166	139	7	N	SOD2_1	2	0	FALSE
ASV809	128	138	3	N	SYN13	0	2	FALSE
ASV810	56	137	8	N	pvdhfr	1	0	FALSE
ASV811	115	136	2	N	PVP01_0530700	1	0	FALSE
ASV812	141	135	7	N	ATG23	2	0	FALSE
ASV813	189	134	3	N	PVP01_0109700_2	1	0	FALSE
ASV814	154	134	9	N	PVP01_0931600	1	0	FALSE
ASV815	105	134	1	N	pvdhps_1	0	21	FALSE
ASV816	94	133	18	PvP01	MATE	0	0	FALSE
ASV817	126	130	9	N	PVP01_1002800	2	0	FALSE
ASV818	165	129	7	N	PVP01_1144900	2	30	FALSE
ASV819	118	129	7	N	RCC-PIP	1	0	FALSE
ASV820	144	129	1	N	ATG12	1	0	FALSE
ASV821	168	127	1	N	PyKII	1	0	FALSE
ASV822	156	124	7	N	PVP01_0624400	1	0	FALSE
ASV823	58	123	3	N	pvdhps_2	1	0	FALSE
ASV824	209	121	6	PvP01	PVP01_1308100	0	0	FALSE
ASV825	106	121	3	N	PVP01_1443400	3	0	FALSE
ASV826	140	120	1	N	PVP01_1301600_2	0	1	FALSE
ASV827	156	119	7	N	PVP01_0624400	1	0	FALSE
ASV828	225	119	4	N	PVP01_1144900	0	30	FALSE
ASV829	44	119	1	PvP01	pvpi3k_4	0	0	FALSE
ASV830	154	118	6	N	FT1	1	0	FALSE
ASV831	140	117	2	N	ATG23	0	1	FALSE
ASV832	126	116	10	N	PVP01_1002800	1	0	FALSE
ASV833	138	115	5	N	PSOP13	1	0	FALSE
ASV834	176	115	1	N	VPS53	1	1	FALSE
ASV835	126	114	14	N	PVP01_1002800	3	0	FALSE
ASV836	95	113	9	N	LSM8	0	1	FALSE
ASV837	172	112	1	N	PVP01_1323700	4	0	FALSE
ASV838	131	108	1	N	PVP01_1438700	2	0	FALSE
ASV839	141	107	2	N	ATG23	1	0	FALSE
ASV840	97	106	18	PvP01	PVP01_1434400	0	0	FALSE
ASV841	133	106	1	N	EIF3K_2	4	0	FALSE
ASV842	145	106	1	N	PVP01_0530700	0	30	FALSE
ASV843	140	105	1	N	CDPK1	3	0	FALSE
ASV844	151	104	7	N	G37	1	0	FALSE
ASV845	130	99	3	N	PVP01_0530700	3	15	FALSE
ASV846	145	98	3	N	PVP01_0302700	1	0	FALSE
ASV847	63	97	16	PvP01	TRAG20	0	0	FALSE
ASV848	107	97	8	N	ApiAP2_G2	1	0	FALSE
ASV849	138	97	2	N	SufD	6	0	FALSE
ASV850	184	96	1	N	ApiAP2_G5	2	0	FALSE
ASV851	155	96	1	N	PVP01_0513400	1	0	FALSE
ASV852	92	96	1	N	SLARP	1	1	FALSE
ASV853	118	95	4	N	RCC-PIP	1	0	FALSE
ASV854	123	95	3	N	RBP2b_1	3	0	FALSE
ASV855	123	95	1	N	MED14	5	0	FALSE
ASV856	120	94	3	N	PVP01_1261400	1	0	FALSE
ASV857	214	94	1	N	LISP2	23	8	FALSE
ASV858	119	93	9	N	PVP01_1344700	0	1	FALSE
ASV859	94	93	16	N	MATE	1	0	FALSE
ASV860	124	92	1	N	PWP1	3	1	FALSE
ASV861	126	90	8	PvP01	PVP01_1002800	0	0	FALSE
ASV862	139	90	18	N	AMA1	2	0	FALSE
ASV863	172	90	4	N	P113	3	0	FALSE
ASV864	143	90	3	N	ApiAP2_2	8	0	FALSE
ASV865	139	90	8	N	PVP01_1345500	1	0	FALSE
ASV866	171	89	1	PvP01	NUP637	0	0	FALSE
ASV867	144	89	1	N	RAD5	2	0	FALSE
ASV868	149	89	1	N	PVP01_1131100	0	1	FALSE
ASV869	146	88	3	N	PVP01_1233500	2	1	FALSE
ASV870	171	87	5	N	PVP01_1027500	1	0	FALSE
ASV871	163	87	3	N	SNRPB2	2	0	FALSE
ASV872	126	86	8	N	PVP01_1002800	1	0	FALSE
ASV873	212	86	1	N	LISP2	16	6	FALSE
ASV874	142	86	1	N	GAPDH	3	33	FALSE
ASV875	73	85	7	N	FER2_2	1	1	FALSE
ASV876	102	85	4	N	pvpi3k_2	0	1	FALSE
ASV877	141	83	6	N	ATG23	1	0	FALSE
ASV878	152	82	2	N	PVP01_1430700	3	1	FALSE
ASV879	153	82	10	N	ETRAMP	5	0	FALSE
ASV880	118	81	4	N	PVP01_1344700	1	0	FALSE
ASV881	147	79	7	N	RON1	2	0	FALSE
ASV882	148	78	1	N	pvpi3k_6	1	0	FALSE
ASV883	149	78	1	N	PSOP24	1	0	FALSE
ASV884	167	77	1	N	PSOP1	1	0	FALSE
ASV885	47	75	1	N	pvmdr1_1	28	0	FALSE
ASV886	156	75	1	N	SEC24B	2	15	FALSE
ASV887	117	74	3	N	pvpi3k_2	2	16	FALSE
ASV888	82	74	1	N	PVP01_1014100	6	18	FALSE
ASV889	210	73	2	N	PVP01_1144900	3	15	FALSE
ASV890	189	73	2	N	PVP01_0527700	1	0	FALSE
ASV891	136	72	3	N	PVP01_0927200	3	0	FALSE
ASV892	136	71	10	N	PVP01_0927200	3	0	FALSE
ASV893	108	70	7	N	CTRP	2	18	FALSE
ASV894	117	69	1	N	SRPR_alpha	1	0	FALSE
ASV895	99	69	5	N	GCbeta_2	1	0	FALSE
ASV896	100	68	7	N	GCbeta_2	1	1	FALSE
ASV897	78	68	2	N	RON5	1	0	FALSE
ASV898	129	67	3	N	PVP01_1256600	1	0	FALSE
ASV899	148	67	4	N	FER2_1	1	0	FALSE
ASV900	202	67	1	N	PVP01_0710900	5	36	FALSE
ASV901	142	64	1	N	PVP01_0202600	1	0	FALSE
ASV902	189	64	1	N	PVP01_0527700	2	0	FALSE
ASV903	150	64	1	N	HSP20	2	0	FALSE
ASV904	112	63	7	PvP01	PVP01_1444400	0	0	FALSE
ASV905	172	63	5	N	P113	4	0	FALSE
ASV906	155	62	3	N	ApiAP2_2	5	12	FALSE
ASV907	148	62	2	N	PVP01_1233500	0	1	FALSE
