hapid	haplength	total_reads	total_samples	strain	refid_PvP01	snv_dist_from_PvP01	indel_dist_from_PvP01	bimera
ASV450	166	110	7	N	PVP01_0710900	7	0	FALSE
ASV451	176	110	2	N	VPS11	1	1	FALSE
ASV452	189	109	4	N	PVP01_0109700_2	1	0	FALSE
ASV453	118	109	11	PvP01	RCC-PIP	0	0	FALSE
ASV454	199	108	12	N	PVP01_1136100	2	52	FALSE
ASV455	108	108	2	PvP01	pvmrp1_12	0	0	FALSE
ASV456	100	106	19	N	PVP01_1014100	6	0	FALSE
ASV457	180	104	2	N	PVP01_1144900	3	15	FALSE
ASV458	138	103	7	N	SufD	10	0	FALSE
ASV459	57	102	1	N	pvabc-e1_1	1	0	FALSE
ASV460	171	102	2	PvP01	NUP637	0	0	FALSE
ASV461	168	102	2	PvP01	PVP01_0838400	0	0	FALSE
ASV462	180	101	1	N	CCR4-3	2	2	FALSE
ASV463	171	100	9	N	NUP637	1	0	FALSE
ASV464	142	99	12	PvP01	PVP01_1270000	0	0	FALSE
ASV465	94	98	2	PvP01	LSM8	0	0	FALSE
ASV466	97	96	15	PvP01	PVP01_1434400	0	0	FALSE
ASV467	92	96	3	N	pvmrp1_2	2	1	FALSE
ASV468	154	95	10	N	G37	4	3	FALSE
ASV469	215	95	4	N	LISP2	21	9	FALSE
ASV470	171	95	6	N	FRM2	2	30	FALSE
ASV471	198	95	5	N	PVP01_0735100	1	0	FALSE
ASV472	126	94	5	PvP01	PVP01_1316900	0	0	FALSE
ASV473	158	93	4	N	PVP01_0602400	1	0	FALSE
ASV474	141	93	3	N	PVP01_0420500	1	1	FALSE
ASV475	160	93	1	N	PVP01_1320900	2	0	FALSE
ASV476	105	93	3	N	PVP01_0624000	2	0	FALSE
ASV477	114	89	8	N	CLK1	1	0	FALSE
ASV478	146	88	1	N	PVP01_0615400	1	0	TRUE
ASV479	93	87	9	PvP01	MSP1	0	0	FALSE
ASV480	232	87	3	N	PIGO	1	60	FALSE
ASV481	73	85	4	N	FER2_2	1	1	FALSE
ASV482	72	84	3	PvP01	FER2_2	0	0	FALSE
ASV483	140	84	2	N	ATG23	0	1	FALSE
ASV484	205	82	3	N	LISP2	5	1	FALSE
ASV485	120	81	2	N	PVP01_1261400	1	0	FALSE
ASV486	134	79	6	N	PVP01_1147300	1	0	FALSE
ASV487	207	79	11	PvP01	TRAG18	0	0	FALSE
ASV488	198	78	16	N	PVP01_0735100	106	2	FALSE
ASV489	116	78	9	N	PVP01_0320600	1	0	FALSE
ASV490	150	78	1	N	HSP20	1	0	TRUE
ASV491	209	77	6	PvP01	PVP01_1308100	0	0	FALSE
ASV492	93	76	3	N	MSP1	3	0	FALSE
ASV493	199	73	5	N	PVP01_0908400	1	0	FALSE
ASV494	141	72	3	N	GAPDH	3	32	FALSE
ASV495	109	72	2	N	PVP01_1415900	2	0	FALSE
ASV496	184	72	2	PvP01	MAM3	0	0	FALSE
ASV497	139	72	3	N	PVP01_0518900	1	8	FALSE
ASV498	175	71	4	N	pvmdr1_2	2	0	FALSE
ASV499	205	70	13	PvP01	PVP01_1339900	0	0	FALSE
ASV500	78	70	5	PvP01	RON5	0	0	FALSE
ASV501	96	69	3	N	PVP01_0504000	1	0	FALSE
ASV502	156	68	4	N	PVP01_0624400	1	0	FALSE
ASV503	107	67	4	PvP01	ApiAP2_G2	0	0	FALSE
ASV504	129	67	3	N	SYN13	1	1	FALSE
ASV505	182	66	1	N	CCR4-3	1	0	FALSE
ASV506	117	65	9	N	SRPR_alpha	1	0	FALSE
ASV507	123	65	7	N	RBP2b_1	1	0	FALSE
ASV508	115	63	2	PvP01	AdoMetDC_ODC	0	0	FALSE
ASV509	125	62	7	N	PVP01_1226900	1	0	FALSE
ASV510	215	62	3	N	LISP2	22	9	FALSE
ASV511	191	62	5	N	GCN1	1	0	FALSE
ASV512	180	61	3	N	ETRAMP11.2	3	0	FALSE
ASV513	129	60	12	N	PVP01_1256600	1	0	FALSE
ASV514	111	59	5	N	PVP01_1445500	1	0	FALSE
ASV515	129	59	3	N	PVP01_1467900	1	0	FALSE
ASV516	141	58	1	N	ATG23	2	0	FALSE
ASV517	95	58	2	N	LSM8	1	1	FALSE
ASV518	143	57	10	N	RON11	1	0	FALSE
ASV519	76	57	7	N	RBP2b_2	2	0	FALSE
ASV520	71	54	2	N	HDA1	2	0	FALSE
ASV521	174	53	1	N	GAPDH	2	1	FALSE
ASV522	115	51	3	N	PVP01_0530700	11	0	FALSE
ASV523	187	51	1	N	PIGO	0	15	FALSE
ASV524	92	51	1	N	pvmrp1_2	0	1	FALSE
ASV525	143	50	4	N	PVP01_0119600	1	0	FALSE
ASV526	47	50	1	N	pvmdr1_1	2	0	FALSE
ASV527	93	49	7	N	MSP1	16	0	FALSE
ASV528	204	49	1	N	LISP2	5	2	FALSE
ASV529	172	48	1	N	GAPDH	3	1	FALSE
ASV530	114	47	5	PvP01	CLK1	0	0	FALSE
ASV531	205	47	3	N	PVP01_1339900	1	0	FALSE
ASV532	215	47	2	N	LISP2	23	9	FALSE
ASV533	217	46	3	N	PIGO	1	45	FALSE
ASV534	163	46	7	N	ERCC4	2	0	FALSE
ASV535	139	45	2	N	PVP01_1345500	1	0	FALSE
ASV536	140	45	3	N	CDPK1	3	0	FALSE
ASV537	126	44	8	PvP01	PVP01_1002800	0	0	FALSE
ASV538	129	44	2	N	PVP01_1101300	1	0	FALSE
ASV539	170	43	2	PvP01	PVP01_1463400	0	0	FALSE
ASV540	163	42	4	N	NSF	1	0	FALSE
ASV541	166	42	2	N	SOD2_1	3	0	FALSE
ASV542	118	42	3	N	PVP01_1344700	1	0	FALSE
ASV543	171	41	6	N	PVP01_1027500	2	0	FALSE
ASV544	172	41	5	PvP01	PVP01_0405000_2	0	0	FALSE
ASV545	147	40	10	PvP01	PVP01_0405000_1	0	0	FALSE
ASV546	109	39	6	N	DBP_1	1	0	FALSE
ASV547	142	39	1	N	PVP01_0202600	1	0	FALSE
ASV548	155	39	4	N	ApiAP2_2	0	12	FALSE
ASV549	139	38	4	N	AMA1	2	0	FALSE
ASV550	76	38	4	N	RBP2b_2	4	0	FALSE
ASV551	184	38	5	N	ApiAP2_G5	1	0	FALSE
ASV552	105	38	2	N	pvmrp2_2	2	0	FALSE
ASV553	146	37	3	N	PVP01_1233500	0	1	FALSE
ASV554	156	37	2	N	SEC24B	3	15	FALSE
ASV555	171	36	2	N	pBAS	3	1	FALSE
ASV556	178	33	6	N	PVP01_0213400	0	24	FALSE
ASV557	143	33	4	N	ApiAP2_2	5	0	FALSE
ASV558	82	33	2	N	PVP01_0912400	2	0	FALSE
ASV559	110	33	4	N	PVP01_1144400	1	0	FALSE
ASV560	156	33	1	N	PVP01_1107600	3	0	FALSE
ASV561	202	32	1	N	PIGO	0	30	FALSE
ASV562	149	31	1	N	PVP01_1131100	0	1	FALSE
ASV563	123	30	2	N	ATG23	1	18	FALSE
ASV564	129	30	1	N	PVP01_1101300	1	0	FALSE
ASV565	130	29	2	N	ATG23	16	11	FALSE
ASV566	217	29	2	N	PIGO	0	45	FALSE
ASV567	172	28	2	PvP01	PIGO	0	0	FALSE
ASV568	177	28	1	N	VPS11	2	0	FALSE
ASV569	187	27	4	N	PIGO	1	15	FALSE
ASV570	139	27	3	N	AMA1	2	0	FALSE
ASV571	163	26	5	N	ERCC4	2	0	FALSE
ASV572	143	26	7	N	RON2	2	0	FALSE
ASV573	209	26	4	N	PVP01_1308100	1	0	FALSE
ASV574	132	26	2	N	RBP2a_2	2	0	FALSE
ASV575	148	26	1	N	PVP01_1233500	0	1	FALSE
ASV576	199	25	3	PvP01	PVP01_0908400	0	0	FALSE
ASV577	138	25	1	N	GAPDH	3	35	FALSE
ASV578	63	24	5	N	TRAG20	1	0	FALSE
ASV579	154	24	2	N	PVP01_1329500	1	0	FALSE
ASV580	166	23	2	N	SOD2_1	3	0	FALSE
ASV581	140	22	2	N	PVP01_1311000	2	0	FALSE
ASV582	172	21	5	N	P113	3	0	FALSE
ASV583	137	21	1	N	SUMO	1	0	FALSE
ASV584	139	21	3	N	AMA1	2	0	FALSE
ASV585	171	21	4	N	PVP01_1027500	1	0	FALSE
ASV586	71	21	2	PvP01	HDA1	0	0	FALSE
ASV587	63	21	3	PvP01	TRAG20	0	0	FALSE
ASV588	152	21	1	N	PVP01_1430700	0	1	FALSE
ASV589	181	21	2	N	FRM1_1	3	0	FALSE
ASV590	192	19	1	N	GCN1	1	1	FALSE
ASV591	131	18	1	N	SYN13	1	1	FALSE
ASV592	156	18	1	N	EIF3K_1	2	2	FALSE
ASV593	134	18	3	N	PVP01_1147300	2	0	FALSE
ASV594	214	18	1	N	LISP2	21	8	FALSE
ASV595	86	17	2	N	pvdhps_1	41	4	FALSE
ASV596	184	16	2	N	ApiAP2_G5	2	0	FALSE
ASV597	163	16	3	N	ERCC4	1	0	FALSE
ASV598	63	16	1	N	pvmdr2_6	27	2	TRUE
ASV599	148	16	4	PvP01	FER2_1	0	0	FALSE
ASV600	112	16	1	N	PVP01_1444400	2	0	FALSE
ASV601	147	15	3	PvP01	RON1	0	0	FALSE
ASV602	106	15	2	N	pvpi3k_13	0	18	FALSE
ASV603	189	15	2	N	PVP01_1464400	1	0	FALSE
ASV604	143	14	2	N	PVP01_0210500	2	0	FALSE
ASV605	129	14	3	N	TERT	1	0	FALSE
ASV606	100	13	2	N	PVP01_1418900	56	1	FALSE
ASV607	154	13	3	N	PVP01_0213400	2	0	FALSE
ASV608	153	13	5	N	ETRAMP	5	0	FALSE
ASV609	82	13	2	N	PVP01_1014100	5	18	FALSE
ASV610	159	12	1	N	PVP01_0602400	0	1	FALSE
ASV611	198	12	2	N	PVP01_0735100	1	0	FALSE
ASV612	156	12	1	N	PVP01_1329500	1	2	FALSE
ASV613	133	12	2	N	pvpi3k_13	0	9	FALSE
ASV614	109	11	2	N	PVP01_1415900	3	0	FALSE
ASV615	114	11	2	N	CLK1	1	0	FALSE
ASV616	147	11	1	N	PVP01_0518900	2	0	FALSE
ASV617	137	11	1	N	SUMO	1	0	FALSE
ASV618	143	10	2	PvP01	RON2	0	0	FALSE
ASV619	65	10	1	N	RBP2b_3	32	4	FALSE
ASV620	168	10	1	N	SOD2_1	2	2	FALSE
ASV621	106	9	2	N	TLAP2	58	2	FALSE
ASV622	117	9	2	N	PVP01_0320600	1	1	FALSE
ASV623	155	9	2	N	ApiAP2_2	6	12	FALSE
ASV624	136	9	2	N	PVP01_0927200	3	0	FALSE
ASV625	91	9	1	N	CTRP	8	1	FALSE
ASV626	168	9	1	N	RPA2	84	5	FALSE
ASV627	68	8	2	N	B9	1	0	FALSE
ASV628	28	8	1	N	pvpi3k_4	14	16	TRUE
ASV629	109	8	1	N	PVP01_1415900	1	0	FALSE
ASV630	105	8	1	N	GCN20	1	0	FALSE
ASV631	117	8	1	N	PVP01_0320600	0	1	FALSE
ASV632	108	8	1	N	CTRP	2	18	FALSE
ASV633	180	8	3	N	PVP01_1144900	2	15	FALSE
ASV634	134	8	1	N	PVP01_1315600	1	45	TRUE
ASV635	129	7	1	N	PVP01_1467900	2	0	FALSE
ASV636	83	7	2	N	PVP01_0912400	1	1	FALSE
ASV637	122	7	1	N	RIPR	4	0	FALSE
ASV638	53	7	1	N	pvmdr1_3	29	0	TRUE
ASV639	165	7	2	N	PPT	3	0	FALSE
ASV640	179	7	1	N	PVP01_1413100_1	2	0	FALSE
ASV641	166	7	1	N	PVP01_1465800	1	0	FALSE
ASV642	106	7	1	N	pvpi3k_13	1	18	FALSE
ASV643	107	7	1	N	ApiAP2_G2	59	0	FALSE
ASV644	154	7	1	N	PVP01_0931600	1	0	FALSE
ASV645	140	6	1	PvP01	PVP01_1311000	0	0	FALSE
ASV646	154	6	1	N	FT1	1	0	FALSE
ASV647	147	6	1	N	PVP01_1233500	0	2	FALSE
ASV648	142	6	3	N	PVP01_1270000	2	0	FALSE
ASV649	178	6	2	N	PVP01_0213400	1	24	FALSE
ASV650	151	6	1	N	ORP1	2	0	FALSE
ASV651	180	6	1	N	PVP01_1413100_1	1	1	FALSE
ASV652	108	6	1	N	ATG23	0	33	FALSE
ASV653	154	5	1	N	FT1	2	0	FALSE
ASV654	189	5	1	N	PVP01_0109700_2	1	0	FALSE
ASV655	104	5	1	N	FCP	0	1	FALSE
ASV656	175	5	1	N	PVP01_0302300	1	0	FALSE
ASV657	93	5	2	N	MSP1	1	0	FALSE
ASV658	178	5	1	N	PVP01_0213400	2	24	FALSE
ASV659	122	5	2	PvP01	NCS2	0	0	FALSE
ASV660	163	5	2	N	ERCC4	3	0	FALSE
ASV661	175	5	2	N	PVP01_0302300	2	0	FALSE
ASV662	111	5	1	N	PVP01_1445500	1	0	FALSE
ASV663	116	4	2	N	PVP01_0320600	1	0	FALSE
ASV664	80	4	1	N	pvmdr1_5	40	2	FALSE
ASV665	138	4	1	N	PVP01_1024100	0	1	FALSE
ASV666	200	4	1	N	PVP01_0103700_1	2	0	FALSE
ASV667	139	4	1	N	AMA1	1	0	FALSE
ASV668	149	4	1	N	PSOP24	2	0	FALSE
ASV669	170	3	1	N	PVP01_1463400	2	0	FALSE
ASV670	117	3	1	PvP01	SRPR_alpha	0	0	FALSE
ASV671	144	3	1	N	PVP01_0119600	0	1	FALSE
ASV672	158	3	1	N	CAPH	0	1	FALSE
ASV673	95	3	1	N	PCD	0	1	FALSE
ASV674	156	3	1	N	PVP01_1465800	0	14	FALSE
ASV675	161	3	1	N	PIGO	79	11	FALSE
ASV676	130	3	1	N	PVP01_1101300	2	1	FALSE
ASV677	199	3	1	N	PVP01_0735100	0	1	FALSE
ASV678	146	3	1	N	pvpi3k_7	0	16	FALSE
ASV679	140	3	1	N	PVP01_1311000	1	0	FALSE
ASV680	57	3	1	N	pvabc-e1_3	0	1	FALSE
ASV681	125	3	1	N	PVP01_1226900	1	0	FALSE
ASV682	166	3	1	N	PPT	2	1	FALSE
ASV683	95	3	1	N	MSP1	44	2	TRUE
ASV684	141	3	1	N	VPS11	1	36	FALSE
ASV685	147	2	1	N	PVP01_0405000_1	1	0	FALSE
ASV686	114	2	1	N	CLK1	2	0	FALSE
ASV687	163	2	1	N	ERCC4	3	0	FALSE
ASV688	74	2	1	N	RBP2b_2	37	2	FALSE
ASV689	153	2	1	PvP01	ETRAMP	0	0	FALSE
ASV690	199	2	1	N	PVP01_0908400	2	0	FALSE
ASV691	141	2	1	N	FRM2	1	0	FALSE
ASV692	95	2	1	N	pvmrp1_2	47	4	FALSE
ASV693	162	2	1	N	SOD2_2	78	9	FALSE
ASV694	115	2	1	N	pvmrp2_1	2	0	FALSE
ASV695	92	2	1	N	SLARP	2	1	FALSE
ASV696	126	2	1	N	PVP01_1002800	1	0	FALSE
ASV697	139	2	1	N	PVP01_1345500	1	0	FALSE
ASV698	182	2	1	PvP01	MCA3	0	0	FALSE
ASV699	13	1	1	N	pvdmt2_1	4	4	FALSE
ASV700	26	1	1	N	pvdmt2_1	5	17	FALSE
